kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
5830;1330-0430;;G;Iran International;FS;IRN;/UZB;4;;[0123]
5830;1530-0330;;G;Iran International;FS;IRN;/UZB;5;;[0523]
5832;1650-1700;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0101;3101
5835.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
5837;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
5838;0000-2400;;MRC;Moroccan Military ALE;;MRC;;1;;[1119]
5843;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;[1219]
5844;1730-1740;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0419]
5844;1730-1740;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
5844;0455-0505;Fr;POL;S11a Polish Spy Numbers;R;;p;1;0105;3108[0519]
5846;2230-2240;irr;RUS;S06 Russian Spy Numbers;R;RUS;m;1;0109;3009
5847.5;0000-2400;;GRC;Greek Air Force ALE;;GRC;;1;;
5850;0230-0300;Mo;ARG;R.Argentina al Exterior;E;WNA;/USA-o;1;;
5850;2300-2330;;CZE;Radio Prague;F;WNA;/USA-o;1;;[0423]
5850;2330-2400;;CZE;Radio Prague;E;WNA;/USA-o;1;;
5850;2230-2300;Mo-Th;POL;Polskie Radio;E;WNA;/USA-o;1;0304;[0423]
5850;0000-0030;;SVK;Radio Slovakia Int.;SK;WNA;/USA-o;1;;
5850;0030-0100;;SVK;Radio Slovakia Int.;E;WNA;/USA-o;1;;
5850;2200-2230;;SVK;Radio Slovakia Int.;E;WNA;/USA-o;1;;
5850;0300-0800;;USA;Brother Stair;E;WNA;o;1;;
5850;0900-1000;;USA;Brother Stair;E;WNA;o;1;;
5850;1100-1200;;USA;Brother Stair;E;WNA;o;1;;
5850;1300-1400;;USA;Brother Stair;E;WNA;o;1;;
5850;1400-1500;;USA;Brother Stair;E;WNA;o;1;;
5850;1500-1700;Sa;USA;Brother Stair;E;WNA;o;1;;
5850;0100-0300;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
5850;0800-0900;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
5850;1000-1100;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
5850;1200-1300;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
5850;2230-2300;Fr-Su;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
5853;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
5857.5;0000-2400;;KOR;HLL Seoul Meteo;K,E;FE;sg;1;;[0423]
5860;0000-2400;;USA;Radio Farda;FS;IRN;/KWT;0;;
5860;0000-2400;;USA;Fed.Aviation Admin. ALE;;USA;;1;;
5863;1820-1830;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0101;3101[0120]
5865;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5871;1820-1830;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0112;3112[1219]
5875;2200-2300;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
5875;0459-0600;;G;BBC DIGITAL;E;CEu;w;0;;[0423]
5875;1230-1300;Mo-Fr;G;BBC;K;FE;/MRA-t;6;0304;2910
5875;1700-1800;;G;BBC;DR;AFG;/ARM;0;;
5875;1800-1900;;G;BBC;PS;AFG;/ARM;0;;
5875;0000-0030;;USA;Voice of America;BR;SEA;/THA-u;0;;
5875;1900-2100;;USA;Voice of America;K;FE;/THA-u;0;;
5875;2200-2300;;USA;Voice of America;M;FE;/THA-u;0;;
5875;2330-2400;;USA;Voice of America;BR;SEA;/THA-u;0;;
5875;0000-2400;;USA;US National Guard ALE;;USA;;1;;
5877;2100-2110;We;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0111;3103[0120]
5877;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5884;0000-2400;;F;French Navy ALE;;F;;1;;
5885;1430-1600;;USA;Voice of America;BR;SEA;/THA-u;0;;
5885;1600-1630;;USA;Voice of America;BR;SEA;/PHL-t;0;;
5885;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;[1219]
5887;1610-1620;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0112;3112[1221]
5890;1300-1310;Th;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0105;3108[0619]
5890;0200-0400;Su-Mo;USA;Brother Stair;E;NAm;n;2;;
5890;0400-0500;;USA;Brother Stair;E;NAm;n;2;;
5890;0500-1200;SaSu;USA;Brother Stair;E;NAm;n;2;;
5890;1700-1900;;USA;VoA Deewa Radio;PS;AFG;/THA-u;0;;
5890;0200-0400;Tu-Sa;USA;WWCR 4 Nashville, TN;E;NAm;n;2;;
5892;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;[1119]
5892;0000-2400;;E;Guardia Civil ALE;;E;;1;;
5895;0459-1832;;NOR;Radio Northern Star;NO;NEu;be;2;;[0423]
5896.3;0000-2400;;IRQ;Iraqi Security Fcs. ALE;;IRQ;;1;;[1119]
5900;0000-2400;;B;Rádio Casa AM;P;B;am;1;;[0423]
5900;1930-1945;;CAN;Bible Voice;A;ME;/BUL-s;0;;
5900;1945-2000;;CAN;Bible Voice;A;ME;/BUL-s;0;;
5900;1200-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;4;;
5900;1100-1258;;CLA;National Unity Bc.Sta.;K;KRE;/TWN-s;4;;[0223]
5900;2000-2058;;CLA;National Unity Bc.Sta.;K;KRE;/TWN-s;4;;[0123]
5900;1600-1610;15th;KOR;V24 Numbers Station;K;Oc;g;1;;[0919]
5900;1600-1610;18th;KOR;V24 Numbers Station;K;Oc;g;1;;[0519]
5900;1600-1610;22nd;KOR;V24 Numbers Station;K;Oc;g;1;;[0918]
5900;1700-1730;;TWN;Radio Taiwan Int.;R;EEu;/BUL-s;1;;
5900;1900-1930;;TWN;Radio Taiwan Int.;D;Eu;/BUL-s;1;;
5900;2000-0500;;USA;Brother Stair;E;Eu;/BUL-s;1;;[0423]
5900;1600-1700;;USA;Radio Liberty;R;EEu;/BUL-s;0;;
5900;1400-1428;Tu,Fr;USA;RBS V.o.Korean Revival;K;KRE;/TWN-s;4;;[0123]
5905;0600-0630;;D;DWD Pinneberg;D;Eu;pi;1;;[0423]
5905;1200-1230;;D;DWD Pinneberg;D;Eu;pi;1;;[0722]
5905;1600-1630;;D;DWD Pinneberg;D;Eu;pi;1;;[0322]
5905;2000-2030;;D;DWD Pinneberg;D;Eu;pi;1;;[0423]
5905;0400-0600;;KRE;Echo of Unification;K;KOR;p;1;;
5905;1152-1400;;KRE;Echo of Unification;K;KOR;p;1;;[0423]
5905;2200-2400;;KRE;Echo of Unification;K;KOR;p;1;;
5909.5;0000-2400;;USA;COTHEN ALE;;USA;;1;;[0120]
5910;0000-2400;;CLM;Alcaravan Radio;S;SAm;pl;1;1104;[0423]
5910;1430-1500;;ROU;Radio Romania Int.;ARO;SEu;s;0;;
5910;1500-1530;;ROU;Radio Romania Int.;UK;UKR;s;0;;
5910;1530-1600;;ROU;Radio Romania Int.;SR;Eu;s;0;;
5910;1600-1630;;ROU;Radio Romania Int.;I;SEu;s;0;;
5910;1630-1700;;ROU;Radio Romania Int.;ARO;SEu;s;0;;
5910;1700-1730;;ROU;Radio Romania Int.;UK;UKR;s;0;;
5910;1730-1800;;ROU;Radio Romania Int.;SR;Eu;s;0;;
5910;1800-1830;;ROU;Radio Romania DIGITAL;I;SEu;s;0;;
5910;1830-1900;;ROU;Radio Romania Int.;ARO;SEu;s;0;;
5910;1900-1930;;ROU;Radio Romania Int.;UK;UKR;s;0;;
5910;1930-2000;;ROU;Radio Romania Int.;SR;Eu;s;0;;
5915;0230-0900;;MYA;Myanma Radio;BR;SEA;n;1;;[0822]
5915;0900-1400;;MYA;Myanma Radio;BR;SEA;n;1;;[0523]
5915;2330-0230;;MYA;Myanma Radio;BR;SEA;n;1;;[0523]
5915;0000-0412;irr;ZMB;Zambia NBC Radio 1;;SAf;L;1;;[1121]
5915;0412-2400;;ZMB;Zambia NBC Radio 1;;SAf;L;1;;[0822]
5915;0500-0520;irr;ZMB;Zambia NBC Radio 1;E;SAf;L;1;;[0421]
5915;1800-1820;irr;ZMB;Zambia NBC Radio 1;E;SAf;L;1;;[1221]
5916;1800-1810;Mo;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0105;3108[0719]
5916.5;0000-2400;;POL;Polish Army ALE;;POL;;1;;[1119]
5918;2230-2240;irr;RUS;S06 Russian Spy Numbers;R;RUS;m;1;0104;3004[0418]
5920;0000-0300;;EQA;HCJB Voice of Andes;D;CEu;/D-we;5;;
5920;0000-0400;;EQA;HCJB Voice of Andes;D;CEu;/D-we;4;;
5920;0300-0400;;EQA;HCJB Voice of Andes;R;CEu;/D-we;2;;
5920;0400-2400;;EQA;HCJB Voice of Andes;D;CEu;/D-we;5;;[0523]
5920;0500-2400;;EQA;HCJB Voice of Andes;D;CEu;/D-we;4;;
5920;1805-1835;Mo-Th;EQA;HCJB Voice of Andes;D-P;CEu;/D-we;2;;
5920;1300-1330;SaSu;J;Shiokaze;J;KRE;y;1;2504;
5920;1300-1400;We;J;Shiokaze;E;KRE;y;1;2504;
5920;1300-1400;Mo,Tu;J;Shiokaze;J;KRE;y;1;2504;
5920;1300-1400;Th,Fr;J;Shiokaze;K;KRE;y;1;2504;
5920;1330-1400;SaSu;J;Shiokaze;K;KRE;y;1;2504;
5920;1600-1630;SaSu;J;Shiokaze;J;KRE;y;6;2603;2404
5920;1600-1700;We;J;Shiokaze;E;KRE;y;6;2603;2404
5920;1600-1700;Mo,Tu;J;Shiokaze;J;KRE;y;6;2603;2404
5920;1600-1700;Th,Fr;J;Shiokaze;K;KRE;y;6;2603;2404
5920;1630-1700;SaSu;J;Shiokaze;K;KRE;y;6;2603;2404
5920;0752-0400;alt;KOR;Voice of Freedom;K;KRE;c;1;;[0523]
5920;0752-0400;alt;KRE;Noise Jammer;;KRE;;1;;[1222]
5920;2000-2100;Tu-Sa;PRG;Radio ZP30 LV del Chaco;D;CEu;/D-we;2;;
5925;1000-1705;;CHN;CNR5 Cross-Strait Radio;M;TWN;B;1;;[0423]
5925;2055-2300;;CHN;CNR5 Cross-Strait Radio;M;TWN;B;1;;[0122]
5925;2300-2400;;CHN;CNR5 Cross-Strait Radio;M;TWN;B;1;;
5925;1730-1800;247;KOR;Sae Nala Bangsong;K;KRE;/UZB;4;;[0222]
5925;0300-0400;;USA;Voice of America;E;Af;/BOT;0;;
5925;0400-0500;;USA;Voice of America;E;Af;/BOT;0;;
5925;0300-0600;;VTN;Voice of Vietnam 2;VN;VTN;x;1;;[0418]
5925;1100-1500;;VTN;Voice of Vietnam 2;VN;VTN;x;1;;[0822]
5925;2145-0100;;VTN;Voice of Vietnam 2;VN;VTN;x;1;;[1119]
5928;1930-1940;Fr;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0105;3108[0519]
5930;0000-2400;;DNK;World Music Radio;E;Eu;br;1;;[0523]
5934;1830-1840;Th;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0103;3004[0321]
5934;1830-1840;Th;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0109;3110[1019]
5935;0300-0600;;CHN;PBS Xizang;M;CHN;t;1;;
5935;0600-0900;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
5935;0900-1000;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
5935;1000-1800;;CHN;PBS Xizang;M;CHN;t;1;;[0423]
5935;2000-2100;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;[1220]
5935;2100-0300;;CHN;PBS Xizang;M;CHN;t;1;;[1122]
5935;1600-1630;SaSu;J;Shiokaze;J;KRE;y;1;2504;
5935;1600-1700;We;J;Shiokaze;E;KRE;y;1;2504;
5935;1600-1700;Mo,Tu;J;Shiokaze;J;KRE;y;1;2504;
5935;1600-1700;Th,Fr;J;Shiokaze;K;KRE;y;1;2504;
5935;1630-1700;SaSu;J;Shiokaze;K;KRE;y;1;2504;
5935;2300-2400;Mo-Fr;USA;Brother Stair;E;NAm;n;4;;
5935;0000-1200;;USA;WWCR 2 Nashville, TN;E;NAm;n;5;;
5935;2300-1300;;USA;WWCR 2 Nashville, TN;E;NAm;n;4;;
5936;2030-2040;Th;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0105;3108[0818]
5937;1930-1940;Fr;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0105;3108[0819]
5938;1830-1840;Th;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0103;3004
5938;1830-1840;Th;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0109;0110[0919]
5940;0000-2400;;B;Rádio Voz Missionária;P;B;cb;1;;[0423]
5940;0000-2400;irr;HOL;Radio Piepzender;NL;Eu;zw;1;;[1222]
5940;1400-1600;;USA;Voice of America;E;CAf;/BOT;0;;
5940;1600-1630;;USA;Voice of America;E;SAf;/BOT;0;;
5940;1630-1700;SaSu;USA;Voice of America;E;WAf;/STP;0;;
5940;1700-1800;;USA;Voice of America;E;WAf;/STP;0;;
5941;0820-0830;Th,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0322]
5941;0820-0830;Th,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0922]
5943;1930-1940;Fr;RUS;G06 Russian Spy Numbers;D;RUS;sk;1;0105;3108
5945;1000-1805;;CHN;China National Radio 1;M;CHN;b;4;;[0423]
5945;1300-1805;;CHN;China National Radio 1;M;CHN;b;5;;[0423]
5945;2023-2300;;CHN;China National Radio 1;M;CHN;b;5;;
5945;2023-0100;;CHN;China National Radio 1;M;CHN;b;4;;[1122]
5945;1600-1630;;CLA;Furusato no Kaze;J;KRE;/UZB;4;;
5945;0000-0100;;G;BBC;E;SAs;/OMA-a;0;;
5945;1650-1750;;IRN;IRIB Voice of I.R.Iran;PS;SAs;z;0;;
5945;1830-1930;;TUR;Voice of Turkey;E;Eu;e;0;;
5947;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;
5950;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
5950;2000-2100;;KOR;KBS World Radio;F;NAf;/F-i;0;;
5950;2300-2400;;USA;Radio Free Asia;TB;FE;/KWT;0;;
5950;2300-0400;Tu-Sa;USA;WRMI Radio Miami Int.;E;ENA;o;2;;
5950;2100-2300;;USA;WRMI Radio Miami Int.;E;ENA;o;2;;
5950;0000-2400;;AZE;Azeri Emergency ALE;;Cau;;1;;[1119]
5952.4;0100-0200;Su;BOL;Emisora Pio XII;AY;BOL;;1;;
5952.4;0200-0237;Su;BOL;Emisora Pio XII;S,Q;BOL;;1;;[0220]
5952.4;0237-0500;1Jan;BOL;Emisora Pio XII;S,Q;BOL;;1;2512;0101[0119]
5952.4;0955-1400;;BOL;Emisora Pio XII;S,Q;BOL;;1;;
5952.4;2100-0100;;BOL;Emisora Pio XII;S,Q;BOL;;1;;[1122]
5955;1100-1300;;CHN;China Radio Int.;E;FE;b;0;;
5955;1300-1400;;CHN;China Radio Int.;E;FE;b;0;;
5955;1400-1500;;CHN;China Radio Int.;E;FE;b;0;;
5955;1500-1600;;CHN;China Radio Int.;E;FE;b;0;;
5955;2200-2300;;G;BBC;E;SEA;/OMA-a;0;;
5955;0400-1830;;HOL;Sunlite;NL;HOL;ov;1;;[0523]
5955;1705-1805;;J;Shiokaze;J;KRE;y;1;2504;
5960;0300-0800;;CHN;PBS Xinjiang;M;CHN;uc;4;;[0319]
5960;0800-1100;We-Mo;CHN;PBS Xinjiang;M;CHN;uc;4;;[1218]
5960;1100-1200;;CHN;PBS Xinjiang;M;CHN;uc;4;;
5960;1200-1400;;CHN;PBS Xinjiang;M;CHN;uc;1;;
5960;1400-1800;;CHN;PBS Xinjiang;M;CHN;uc;1;;
5960;2300-0300;;CHN;PBS Xinjiang;M;CHN;uc;5;;[0919]
5960;2330-0300;;CHN;PBS Xinjiang;M;CHN;uc;4;;[0420]
5960;0000-0200;Su;HOL;Mighty KBC;NL;NAm;/D-n;6;2603;0605
5960;0000-0200;Su;HOL;Mighty KBC;NL;NAm;/D-n;6;0309;2810
5960;0300-0630;;KWT;Radio Kuwait;A;ME;k;8;;[1121]
5960;0500-0600;;TCD;Radio Ndarason Int.;KNU;WAf;/ASC;0;;
5960;1830-2100;;TUR;Voice of Turkey;TU;ME;e;0;;
5965;1000-1805;;CHN;China National Radio 1;M;CHN;n;1;;[0423]
5965;1400-1500;;CHN;China Radio Int.;K;FE;x;0;;
5965;1500-1600;;CHN;China Radio Int.;R;Sib;b;0;;
5965;1230-1300;Sa;CVA;Radio Vaticana;M;FE;/PHL-t;0;;
5965;2200-2230;;USA;Voice of America;KH;SEA;/PHL-t;0;;
5970;0350-0650;;CHN;PBS Gannan;TB;CHN;he;1;;
5970;1020-1410;;CHN;PBS Gannan;TB;CHN;he;1;;[0820]
5970;2248-0100;;CHN;PBS Gannan;TB;CHN;he;1;;[1122]
5970;0000-2400;;DNK;Radio 208;DA;NEu;hv;1;;[0123]
5970;1400-1500;;G;BBC;DR;AFG;/OMA-a;0;;
5970;1500-1600;;G;BBC;PS;AFG;/OMA-a;0;;
5970;1600-1630;;G;BBC;DR;AFG;/OMA-a;0;;
5970;1630-1700;SaSu;G;BBC;DR;AFG;/OMA-a;0;;
5970;1630-1700;Mo-Fr;G;BBC;PS;AFG;/OMA-a;0;;
5970;1700-1800;;G;BBC;DR;AFG;/OMA-a;0;;
5970;1800-1900;;G;BBC;PS;AFG;/OMA-a;0;;
5970;0000-0200;;USA;WEWN EWTN Catholic R.;S;LAm;b;1;;
5970;1200-1400;;USA;WEWN EWTN Catholic R.;S;LAm;b;8;;
5971;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
5975;0600-0800;Th-Tu;CHN;China National Radio 8;K;CHN;B;1;;
5975;0800-0900;Th-Tu;CHN;China National Radio 8;M;CHN;B;1;;
5975;0900-1400;;CHN;China National Radio 8;K;CHN;B;1;;
5975;1400-1505;;CHN;China National Radio 8;M;CHN;B;1;;
5975;2200-2300;;CHN;China Radio Int.;M;SAf;b;0;;
5975;1500-1530;;F;Mini-Transat;F;NAO;i;6;2509;2810
5975;0400-0600;;VTN;Voice of Vietnam 1;VN;VTN;m;8;;[0418]
5975;1100-1500;;VTN;Voice of Vietnam 1;VN;VTN;m;8;;[0820]
5975;2145-0100;;VTN;Voice of Vietnam 1;VN;VTN;m;8;;[0318]
5980;2100-2200;We;DNK;Radio OZ-Viola;;Eu;h;2;;[1221]
5980;0600-0900;25Dec;FIN;Scandinavian Weekend R.;FI;Eu;v;1;0112;2512
5980;1300-1600;1.Sa;FIN;Scandinavian Weekend R.;FI;Eu;v;2;;
5980;1500-1900;25Dec;FIN;Scandinavian Weekend R.;FI;Eu;v;1;0112;2512
5980;2100-0700;1.Sa;FIN;Scandinavian Weekend R.;FI;Eu;v;2;;
5980;1405-1435;;J;Shiokaze;J;KRE;y;1;2504;
5980;1705-1805;;J;Shiokaze;J;KRE;y;6;2603;2404[0423]
5985;2025-2400;;CHN;China National Radio 1;M;CHN;n;1;;
5985;1130-1200;;CHN;China Radio Int.;TAG;PHL;b;0;;
5985;1600-1700;;CHN;China Radio Int.;SWA;EAf;b;0;;
5985;1700-1800;;CHN;China Radio Int.;SWA;EAf;b;0;;
5985;1900-2000;;CHN;China Radio Int.;P;SAf;b;0;;
5985;2000-2100;;CHN;China Radio Int.;E;SAf;b;0;;
5985;1130-1530;;MYA;Myanma Radio;BR;SEA;y;1;;[0822]
5985;1220-1230;Mo;MYA;Myanma Radio;E;SEA;y;1;;[0918]
5985;1233-1310;We,Fr;MYA;Myanma R. (15 mins);E;SEA;y;1;;[1221]
5985;1440-1450;Tu;MYA;Myanma Radio;E;SEA;y;1;;[1021]
5985;1530-1630;;MYA;Myanma Radio;E;SEA;y;1;;[1222]
5985;1550-1620;We;MYA;Myanma Radio (VoA);E;SEA;y;1;;[0421]
5985;2300-0130;;MYA;Myanma Radio;BR;SEA;y;1;;[05231]
5990;0000-0100;;CHN;China Radio Int.;S;Car;/CUB;0;;
5990;0100-0200;;CHN;China Radio Int.;R;CAs;ka;0;;
5990;1200-1300;;CHN;China Radio Int.;MO;MNG;h;0;;
5990;1300-1400;;CHN;China Radio Int.;R;Sib;h;0;;
5990;1400-1500;;CHN;China Radio Int.;MO;MNG;h;0;;
5990;1500-1600;;CHN;China Radio Int.;R;Sib;h;0;;
5990;2300-2400;;CHN;China Radio Int.;E;CAm;/CUB;0;;
5990;0600-0855;We-Mo;CHN;PBS Qinghai;TB;CHN;xg;1;;[0423]
5990;0855-1600;;CHN;PBS Qinghai;TB;CHN;xg;1;;[0420]
5990;2250-0600;;CHN;PBS Qinghai;TB;CHN;xg;1;;[1122]
5990;0000-2400;;HOL;Studio Denakker;E;WEu;k;1;;[0322]
5990;1820-1920;;IRN;IRIB Voice of I.R.Iran;AL;Eu;s;0;;
5990;2120-2250;;IRN;IRIB Voice of I.R.Iran;TJ;CAs;s;6;2603;2304
5995;1600-1700;;CHN;China Radio Int.;R;CAs;ka;0;;
5995;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;n;1;;
5995;0400-0100;;CLA;Echo of Hope VOH;K;KRE;/KOR-o;1;;[0523]
5995;0930-0950;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;[0321]
5995;1330-1350;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
5995;1650-1655;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
5995;1730-1750;;CLA;Echo of Hope VOH;E;KRE;/KOR-o;1;;
5995;0440-0453;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;
5995;0724-0753;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;
5995;0840-0853;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;
5995;1124-1153;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;[0423]
5995;1240-1253;Mo-Fr;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;[0622]
5995;1524-1553;;CLA;Echo of Hope VOH (EBS);E;KRE;/KOR-o;1;;[0422]
5995;0000-2400;;HOL;Studio Denakker;E;WEu;k;1;;
5995;0002-0234;1Jan;MLI;RTV du Mali;BM;WAf;k;1;1012;0101[0120]
5995;0530-0555;Ram;MLI;RTV du Mali;BM;WAf;k;1;;[0520]
5995;0555-0800;;MLI;RTV du Mali;BM;WAf;k;1;;[0423]
5995;0600-0615;;MLI;RTV du Mali;F;WAf;k;1;;[0922]
5995;0630-0645;;MLI;RTV du Mali;F;WAf;k;1;;[0922]
5995;1800-0002;;MLI;RTV du Mali;BM;WAf;k;1;;[0523]
5995;1850-1905;Sa;MLI;RTV du Mali;E;WAf;k;1;;[0523]
6000;0800-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;4;;
6000;0900-1805;;CHN;China National Radio 1;M;CHN;b;4;;[0122]
6000;1100-1805;;CHN;China National Radio 1;M;CHN;b;5;;[0421]
6000;2023-2330;;CHN;China National Radio 1;M;CHN;b;5;;[0519]
6000;2023-0100;;CHN;China National Radio 1;M;CHN;b;4;;[1122]
6000;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;x;4;;[0122]
6000;0000-0100;Tu-Fr;CUB;Radio Habana Cuba;S;ENA;q;4;;[1122]
6000;0000-0100;;CUB;Radio Habana Cuba;E;ENA;q;5;;[1122]
6000;0100-0500;;CUB;Radio Habana Cuba;E;ENA;q;1;;[0123]
6000;0500-0600;;CUB;Radio Habana Cuba;E;ENA;q;1;;[0423]
6000;0600-0700;;CUB;Radio Habana Cuba;E;ENA;q;1;;[0423]
6000;1100-1200;;CUB;Radio Habana Cuba;S;CNA;q;5;;[1022]
6000;1200-1300;;CUB;Radio Habana Cuba;S;CNA;q;1;;[1222]
6000;1300-1400;;CUB;Radio Habana Cuba;S;CNA;q;5;;[0122]
6000;2300-2400;Mo-Th;CUB;Radio Habana Cuba;S;ENA;q;5;;[0322]
6000;0630-0930;;IND;AIR Leh;LAD;SAs;le;1;;[0820]
6000;0050-0220;;IRN;IRIB Voice of I.R.Iran;TJ;CAs;s;0;;
6005;1600-1700;7May;AND;Radio Andorra;F;Eu;/D-k;6;0705;0705
6005;1600-1900;;AND;Radio Andorra;F;Eu;/D-k;6;0204;0204
6005;1700-0800;Fr-Sa;HOL;Radio Delta Int.;E;Eu;e;6;2603;2004
6005;1000-1030;;SVK;Radio Slovakia Int.;D;CEu;/D-k;2;;
6005;1030-1100;;SVK;Radio Slovakia Int.;E;CEu;/D-k;2;;
6005;1100-1130;;SVK;Radio Slovakia Int.;F;CEu;/D-k;2;;
6005;1130-1200;;SVK;Radio Slovakia Int.;S;CEu;/D-k;2;;
6005;1200-1230;;SVK;Radio Slovakia Int.;D;CEu;/D-k;2;;
6005;1230-1300;;SVK;Radio Slovakia Int.;E;CEu;/D-k;2;;
6005;1300-1330;;SVK;Radio Slovakia Int.;F;CEu;/D-k;2;;
6005;1330-1400;;SVK;Radio Slovakia Int.;D;CEu;/D-k;2;;
6005;1400-1430;;SVK;Radio Slovakia Int.;E;CEu;/D-k;2;;
6005;1430-1500;;SVK;Radio Slovakia Int.;F;CEu;/D-k;2;;
6005;1500-1530;;SVK;Radio Slovakia Int.;S;CEu;/D-k;2;;
6005;1900-1930;;TWN;Radio Taiwan Int.;F;Eu;/BUL-s;1;;[0423]
6005;2000-2030;;TWN;Radio Taiwan Int.;R;EEu;/BUL-s;1;;
6010;0000-2400;;B;Rádio Inconfidência;P;B;c;1;;[0423]
6010;1200-1605;;CHN;China National Radio 6;M;TWN;n;1;;[1122]
6010;2155-2400;;CHN;China National Radio 6;AM;TWN;n;1;;
6010;1030-1100;;CHN;China National Radio 11;TB;CHN;as;4;;
6010;1100-1200;;CHN;China National Radio 11;TB;CHN;as;4;;[1122]
6010;1300-1605;;CHN;China National Radio 11;TB;CHN;as;5;;
6010;2155-2300;;CHN;China National Radio 11;M;CHN;as;1;;
6010;2300-2400;;CHN;China National Radio 11;TB;CHN;as;1;;[0919]
6010;0000-2400;;CLM;La Voz de tu Conciencia;S;CLM;pl;1;0104;[0423]
6015;0000-0330;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;
6015;0330-0350;;CHN;PBS Xinjiang;KZ;CHN;uc;4;;[1221]
6015;1155-1800;;CHN;PBS Xinjiang;KZ;CHN;uc;1;;[0522]
6015;2315-0350;;CHN;PBS Xinjiang;KZ;CHN;uc;5;;[1220]
6015;1400-1600;;USA;Brother Stair;E;Eu;/D-n;0;;
6015;0350-1400;;KOR;KBS Hanminjok;K;FE;h;1;;[0423]
6015;1400-2400;;KOR;KBS Hanminjok;K;FE;h;1;;[0423]
6015;0327-0556;;TZA;ZBC Radio;SWA;EAf;z;8;;[1221]
6016.7;2230-0700;irr;CLM;Organ.Radial El Prado;S;CLM;;1;;[0423]
6020;1830-1900;;CHN;China Radio Int.;BU;SEE;s;0;;
6020;1900-2000;;CHN;China Radio Int.;AL;SEE;s;0;;
6020;2000-2100;;CHN;China Radio Int.;PO;Eu;s;0;;
6020;0500-0800;Su;HOL;Radio Delta Int.;NL;Eu;e;2;0804;
6020;0555-1000;Su;HOL;Radio Delta Int.;NL;Eu;e;6;2603;0704[0323]
6020;2200-1530;;VTN;Voice of Vietnam 4;VN;VTN;b;1;;[1221]
6020;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
6025;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[1122]
