kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
12030;0100-0200;;CHN;China Radio Int. DIGITAL;M;Oc;k;0;;
12030;0200-0300;;CHN;China Radio Int. DIGITAL;M;Oc;k;0;;
12030;0300-0400;;CHN;China Radio Int. DIGITAL;M;Oc;k;0;;
12030;0400-0500;;CHN;China Radio Int. DIGITAL;M;Oc;k;0;;
12030;1400-2300;SaSu;E;Radio Exterior España;S;ME;n;2;;
12030;1600-1730;Mo-Fr;E;Radio Exterior España;S;ME;n;2;;
12030;1730-1800;Mo-Fr;E;Radio Exterior España;A;ME;n;2;;
12030;1755-2400;Mo-Fr;E;Radio Exterior España;S;ME;n;5;;
12030;1800-1830;135;E;Radio Exterior España;R;ME;n;2;;
12030;1800-1830;Th;E;Radio Exterior España;S;ME;n;2;;
12030;1800-1830;Tu;E;Radio Exterior España;SEF;ME;n;2;;
12030;1830-1855;Mo-Fr;E;Radio Exterior España;S;ME;n;2;;
12030;1855-2400;Mo-Fr;E;Radio Exterior España;S;ME;n;4;;
12030;2230-2300;Mo-Fr;E;Radio Exterior España;A;ME;n;2;;
12030;2230-2300;Su;E;Radio Exterior España;SEF;ME;n;2;;
12030;2300-2330;135;E;Radio Exterior España;E;ME;n;2;;
12030;2300-2330;Mo-Fr;E;Radio Exterior España;P;ME;n;5;;
12030;2300-2330;Tu;E;Radio Exterior España;SEF;ME;n;2;;
12030;2330-2400;135;E;Radio Exterior España;F;ME;n;2;;
12030;0830-0900;We,Sa;USA;Voice of America;F;Af;/STP;0;;
12030;1100-1130;Sa;USA;Voice of America;F;WAf;/STP;0;;
12030;1130-1200;Mo-Fr;USA;Voice of America;BR;SEA;/PHL-t;0;;
12030;1130-1200;SaSu;USA;Voice of America;E;SEA;/PHL-t;0;;
12035;0000-0100;;CHN;China Radio Int.;M;SEA;x;0;;
12035;1330-1430;;TUR;Voice of Turkey;E;WEu;e;0;;
12035;0400-0730;;USA;Radio Farda;FS;IRN;/D-L;6;0711;2703
12040;1200-1230;Mo-Sa;GUM;KTWR Trans World Radio;BR;SEA;m;1;;
12040;1230-1245;Su;GUM;KTWR Trans World Radio;KA;SEA;m;1;;
12040;1230-1300;Mo-Fr;GUM;KTWR Trans World Radio;KA;SEA;m;1;;
12040;1600-1630;;USA;Adventist World Radio;E;SAs;/GUM-a;0;;
12040;1630-1700;;USA;Adventist World Radio;AH;EAf;/D-n;0;;
12040;2200-2230;247;USA;Adventist World Radio;E;INS;/GUM-a;0;;
12040;2200-2230;1356;USA;Adventist World Radio;SUN;INS;/GUM-a;0;;
12040;2230-2300;;USA;Adventist World Radio;JV;INS;/GUM-a;0;;
12040;1700-1730;;USA;Voice of America;AH;EAf;/STP;0;;
12040;1730-1800;;USA;Voice of America;OO;EAf;/D-L;0;;
12040;1800-1900;;USA;Voice of America;AH;EAf;/D-L;0;;
12040;1900-1930;;USA;Voice of America;TIG;EAf;/CVA;0;;
12040;1930-2000;Mo-Fr;USA;Voice of America;KNK;EAf;/KWT;0;;
12045;0000-0600;;CHN;China National Radio 1;M;CHN;b;4;;
12045;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;[0219]
12045;0850-1100;;CHN;China National Radio 1;M;CHN;b;4;;[0120]
12045;0850-1200;;CHN;China National Radio 1;M;CHN;b;5;;[0420]
12045;2300-0600;;CHN;China National Radio 1;M;CHN;b;5;;
12045;1400-1500;;USA;Radio Liberty;UZ;CAs;/D-b;0;;
12050;1100-1300;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
12050;2200-2300;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
12050;1900-2100;;TCD;Radio Ndarason Int.;KNU;WAf;/ASC;0;;
12050;0400-0730;;USA;Radio Farda;FS;IRN;/D-L;6;3110;0711
12050;1100-1300;;USA;Radio Free Asia;TB;FE;/KWT;0;;
12050;2200-2300;;USA;Radio Free Asia;TB;FE;/MRA-t;0;;
12050;1400-2400;;USA;WEWN EWTN Catholic R.;S;LAm;b;1;;
12055;0320-0330;;CHN;China National Radio 17;R;CHN;L;1;;
12055;0600-0900;We-Mo;CHN;China National Radio 17;KZ;CHN;L;1;;[0219]
12055;0720-0730;1345;CHN;China National Radio 17;E,R;CHN;L;1;;
12055;0900-1200;;CHN;China National Radio 17;KZ;CHN;L;1;;[0220]
12055;2355-0600;;CHN;China National Radio 17;KZ;CHN;L;1;;[0621]
12055;0015-0045;;PHL;FEBC Manila;LAH;SEA;b;1;;
12055;0045-0100;;PHL;FEBC Manila;WA;SEA;b;1;;
12055;2330-2345;;PHL;FEBC Manila;PAL;SEA;b;1;;
12055;2345-0015;;PHL;FEBC Manila;TL;SEA;b;1;;
12055;1330-1430;;USA;Radio Free Asia;BR;SEA;/MRA-t;0;;
12065;0100-0200;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
12065;1200-1300;;G;BBC;E;SAs;/OMA-a;0;;
12065;1300-1400;;G;BBC;E;SAs;/SNG;0;;
12065;1400-1500;;G;BBC;SO;EAf;/MDG;0;;
12065;1500-1700;Sa;G;BBC;SO;EAf;/BUL-s;0;;
12065;1700-1930;Sa;G;BBC;HA;NIG;w;0;;
12065;1730-1750;Mo-Fr;G;BBC;AH;EAf;/UAE;0;;
12065;1750-1810;Mo-Fr;G;BBC;OO;EAf;/UAE;0;;
12065;1810-1830;Mo-Fr;G;BBC;TIG;EAf;/UAE;0;;
12065;1540-1550;Su;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0109;3009
12065;0100-0200;;USA;Radio Free Asia;UI;CHN;/KWT;0;;
12065;0000-2400;;MRC;Moroccan Police ALE;;MRC;;1;;[1219]
12065;0000-2400;;MRC;Protection Civile ALE;;MRC;;1;;
12067;1925-1935;Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0119]
12070;1130-1200;;CHN;CRI Music;TAG;PHL;x;0;;
12070;1130-1200;;CHN;CRI Music;TAG;PHL;n;0;;
12070;2300-0100;;HKG;FEBC Radio Liangyou 1;M;FE;/PHL-i;1;;
12070;0430-0530;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12070;0530-0630;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12070;0700-0730;;USA;Voice of America;HA;WAf;/CVA;0;;
12070;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
12070.5;0000-2400;;USA;US Army MARS ALE;;USA;;1;;
12070.5;0000-2400;;USA;US National Guard ALE;;USA;;1;;
12074.5;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;
12075;1315-1415;;IND;Trans World Radio;;SAs;/ARM;0;;
12075;1430-1500;;USA;VoA Radio Ashna;PS;AFG;/KWT;0;;
12075;1500-1630;;USA;VoA Radio Ashna;DR;AFG;/THA-u;0;;
12075;1630-1730;;USA;VoA Radio Ashna;PS;AFG;/THA-u;0;;
12075;1830-1930;;USA;Voice of America;F;Af;/CVA;0;;
12075;1930-2030;;USA;Voice of America;F;Af;/BOT;0;;
12075;2030-2100;SaSu;USA;Voice of America;F;Af;/BOT;0;;
12075;2100-2130;Mo-Fr;USA;Voice of America;F;Af;/BOT;0;;
12075;2130-2200;Mo-Fr;USA;Voice of America;BM;WAf;/BOT;0;;
12076;0000-2400;;F;French Navy ALE;;F;;1;;[1019]
12076;0000-2400;;USA;US National Guard ALE;;USA;;1;;
12080;1100-1200;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
12080;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;as;5;;[0621]
12080;0200-0600;;CHN;CNR 2 China Business R.;M;CHN;as;4;;
12080;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;as;1;;
12080;0855-1000;;CHN;CNR 2 China Business R.;M;CHN;as;1;;[0621]
12080;1200-1230;Su-Th;USA;Adventist World Radio;AM;FE;/GUM-a;0;;
12080;1200-1230;Fr-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
12080;1230-1300;Sa-Th;USA;Adventist World Radio;CA;FE;/GUM-a;0;;
12080;1230-1300;Fr;USA;Adventist World Radio;M;FE;/GUM-a;0;;
12080;1100-1200;;USA;Voice of America;M;FE;/PHL-t;0;;
12084;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0108;3108
12085;0900-0930;;MNG;Voice of Mongolia;E;As;u;1;;[0621]
12085;0930-1000;;MNG;Voice of Mongolia;MO;As;u;1;;[0221]
12085;1000-1030;;MNG;Voice of Mongolia;M;As;u;1;;[0321]
12085;1030-1100;;MNG;Voice of Mongolia;J;As;u;1;;[0621]
12085;1330-1400;12357;USA;Adventist World Radio;ISA;SEA;/GUM-a;0;;
12085;1330-1400;Th,Sa;USA;Adventist World Radio;LAO;SEA;/GUM-a;0;;
12085;1430-1500;;USA;Adventist World Radio;KA;SEA;/GUM-a;0;;
12089;0600-0610;Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0319]
12089;0600-0610;Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110
12089;0845-0855;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[1219]
12089;0810-0815;Mo,Fr;POL;F03j Polish Spy Numbers;-TY;;p;1;0111;2802
12089;1735-1740;Mo;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
12089;1735-1740;Mo;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
12095;0100-0200;;G;BBC;E;SAs;/SNG;0;;
12095;0400-0500;;G;BBC;E;ME;/OMA-a;0;;
12095;0600-0700;;G;BBC;E;SAf;/STP;0;;
12095;0700-0800;;G;BBC;E;WAf;/ASC;0;;
12095;1530-1830;;G;BBC;K;FE;/SNG;0;;
12095;1730-1750;Mo-Fr;G;BBC;AH;EAf;/UAE;8;;
12095;1750-1810;Mo-Fr;G;BBC;OO;EAf;/UAE;8;;
12095;1810-1830;Mo-Fr;G;BBC;TIG;EAf;/UAE;8;;
12095;1900-2100;;G;BBC;E;WAf;/ASC;0;;
12095;2100-2200;Mo-Fr;G;BBC;E;WAf;/ASC;0;;
12095;1300-1330;;PHL;FEBC Manila;HMQ;SEA;b;1;;
12095;1330-1400;;PHL;FEBC Manila;KHM;SEA;b;1;;
12095;2300-2330;SaSu;PHL;FEBC Manila;HMB;SEA;b;1;;
12095;2300-2330;Mo-Fr;PHL;FEBC Manila;HMW;SEA;b;1;;
12095.5;1030-1100;;PHL;FEBC Manila;TL;SEA;b;1;;
12095.5;1100-1130;SaSu;PHL;FEBC Manila;HMB;SEA;b;1;;
12095.5;1100-1130;Mo-Fr;PHL;FEBC Manila;HMW;SEA;b;1;;
12095.5;1130-1200;;PHL;FEBC Manila;LAO;SEA;b;1;;
12095.5;1200-1230;;PHL;FEBC Manila;MIE;SEA;b;1;;
12095.5;1230-1245;;PHL;FEBC Manila;ACH;SEA;b;1;;
12095.5;1245-1300;;PHL;FEBC Manila;BT;SEA;b;1;;
12098;0820-0830;We;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0109;3009
12100;1100-1120;;TWN;Radio Taiwan Int.;AM;SEA;p;1;;
12100;1120-1140;;TWN;Radio Taiwan Int.;E;SEA;p;1;;
12100;1140-1200;;TWN;Radio Taiwan Int.;VN;SEA;p;1;;
12101;0025-0035;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0111;3011
12101;0125-0135;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0111;3011
12101.5;0000-2400;;AUS;Humpty Doo STANAG;;AUS;h;1;;[1119]
12105;1400-0700;irr;USA;WTWW Lebanon, TN;E;NAm;L;1;;
12106;1520-1530;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0110;3110
12109;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;[1219]
12110;0400-1300;;USA;Radio Mashaal;PS;PAK;/KWT;0;;
12110;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;
12114;1240-1250;Tu;RUS;M12 Spy Numbers;-CW;RUS;xx;1;;
12114;1340-1350;Mo;RUS;M12 Spy Numbers;-CW;RUS;xx;1;;
12114;2040-2050;Th;RUS;M12 Spy Numbers;-CW;RUS;xx;1;;
12116;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
12117;1720-1730;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0104;3004
12117;0750-0800;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12119;2130-2140;Sa;RUS;F06a Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12119;0600-0610;Mo,Tu;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0112;3112
12120;1400-1500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
12120;1045-1100;Mo-Sa;GUM;KTWR Trans World Radio;MO;MNG;m;4;;
12120;1100-1115;;GUM;KTWR Trans World Radio;MO;FE;m;4;;
12120;1115-1145;;GUM;KTWR Trans World Radio;M;FE;m;5;;
12120;1145-1200;;GUM;KTWR Trans World Radio;HK;FE;m;5;;
12120;1300-1330;;HKG;FEBC Radio Liangyou;LIS;SEA;/PHL-b;1;;
12120;1200-1215;;PHL;FEBC Manila;RWG;SEA;b;1;;
12120;1215-1245;;PHL;FEBC Manila;AK;SEA;b;1;;
12120;1245-1300;;PHL;FEBC Manila;C-D;SEA;b;1;;
12120;1330-1400;;PHL;FEBC Manila;BR;SEA;b;1;;
12120;1730-1930;;PHL;Radyo Pilipinas;TAG;ME;t;0;;
12120;0000-2400;;PTR;NAU US Navy STANAG;;NAm;i;1;;[1218]
12120;1400-1500;;USA;Voice of America;M;FE;/PHL-t;0;;
12121;0320-0330;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0105;3105
12121;0320-0330;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0107;3107
12122;0000-2400;;USA;Corps of Engineers ALE;;USA;;1;;
12123;0920-0930;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0101;3101[0120]
12123;0720-0730;Tu,Th;RUS;M12 Spy Numbers;-CW;As;kh;1;0105;3105
12124;2100-2110;We,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0105;3105
12124;2100-2110;We,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12125;1500-1600;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
12125;1600-1630;Th-Su;G;FEBA Radio;AH;EAf;/ARM;5;;
12125;1600-1630;Mo-We;G;FEBA Radio;GUR;EAf;/ARM;5;;
12125;1630-1700;;G;FEBA Radio;AH;EAf;/ARM;5;;
12125;1520-1530;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12125;1500-1600;;USA;Radio Free Asia;TB;FE;/MRA-t;0;;
12125;1130-1200;Mo-Fr;USA;Voice of America;BR;SEA;/THA-u;0;;
12125;1130-1200;SaSu;USA;Voice of America;E;SEA;/THA-u;0;;
12126;0230-0240;Mo,Fr;RUS;M12 Spy Numbers;-CW;As;kh;1;0105;3105
12127;0000-2400;;USA;CruiseEmail;-CW;NAO;wx;1;;
12132;0810-0820;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0103;3103
12133;0920-0930;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0103;3103[0321]
12134;1720-1730;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0105;3105
12135;0120-0130;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0109;3009
12137;0050-0100;Mo,Fr;RUS;M12 Spy Numbers;-CW;As;kh;1;0104;3004
12137;0830-0840;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0112;3112
12138;1200-1210;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0108;3108
12138;1550-1600;Su;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0103;3103
12139;1700-1710;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0109;3009
12139;2115-2125;Sa;RUS;F06a Russian Spy Numbers;-TY;RUS;m;1;0109;3009
12139;2000-2010;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0104;3004
12139;1200-1210;We,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0103;3103
12139;1900-1910;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0109;3009
12140;0630-0640;Fr;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004
12140;0630-0640;Fr;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110
12140;0740-0750;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110[1021]
12140;0840-0850;We;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004[0421]
12140;0230-0300;;USA;Radio Liberty;PS;AFG;/THA-u;0;;
12140;0300-0330;;USA;Radio Liberty;DR;AFG;/THA-u;0;;
12140;0330-0430;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12140;0430-0530;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12140;0530-0630;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12140;0630-0730;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12140;0730-0830;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12140;0830-0930;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12140;0930-1030;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12140;1030-1130;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12140;1130-1230;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12140;1230-1330;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12140;1330-1400;;USA;Radio Liberty;PS;AFG;/KWT;0;;
12140;1400-1430;;USA;Radio Liberty;DR;AFG;/KWT;0;;
12140;0200-0230;;USA;VoA Radio Ashna;DR;AFG;/THA-u;0;;
12140;1430-1500;;USA;VoA Radio Ashna;PS;AFG;/KWT;0;;
12140;1500-1630;;USA;VoA Radio Ashna;DR;AFG;/KWT;0;;
12140;1630-1730;;USA;VoA Radio Ashna;PS;AFG;/KWT;0;;
12140;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[1219]
12142;0050-0100;Mo,Fr;RUS;M12 Spy Numbers;-CW;As;kh;1;0109;3009
12142;1620-1630;Tu,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0110;3110
12142;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
12143;1400-1410;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0103;3103
12144;1920-1930;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12144.6;0000-2400;;F;FUO French Navy STANAG;F;Eu;to;1;;
12144.6;0000-2400;;NCL;FUJ French Navy STANAG;F;Oc;n;1;;[1219]
12145;0930-0940;Th,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12146;1200-1210;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0104;3004
12147;0050-0100;Mo,Fr;RUS;M12 Spy Numbers;-CW;As;kh;1;0112;3112
12147;1100-1110;Tu,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0102;2802
12147;1910-1920;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0104;3004
12147;0000-2400;;USA;US Army MARS ALE;;USA;;1;;
12148;2000-2010;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0108;3108
12148;0700-0710;Mo,We;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0105;3107
12150;2130-1700;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[1220]
12150;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12150;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12150;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12150;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0521]
12150;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12150;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12150;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12150;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
12150;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12150;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12150;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12150;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
12151;0730-0740;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12152;0700-0710;Mo,We;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0108;3009
12152;1920-1930;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0105;3105
12153;0640-0650;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0421]
12153;0640-0650;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1019]
12153;0830-0840;Mo,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0420]
12153;0830-0840;Mo,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110
12153;0845-0855;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0721]
12153;0820-0830;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3009
12153;0920-0930;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0102;2802
12153;0920-0930;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0111;3011
12153;0700-0710;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0103;3103
12153;2010-2020;We,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0104;3004
12154;1200-1210;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0101;3101[0120]
12154;1520-1530;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12155;1200-1210;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802[0120]
12157;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0105;3105
12157;0810-0820;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0101;3101
12159;2100-2110;Tu,Su;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12159;0510-0520;Mo,Tu;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12159;0510-0520;Mo,Tu;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12160;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
12160;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
12160;0200-1000;;TWN;Sound of Hope;M;FE;;1;;
12160;1000-1300;;TWN;Sound of Hope;M;FE;;1;;
12160;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
12160;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
12160;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
12160;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
12160;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
12160;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
12160;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
12160;1800-1900;Su;USA;Brother Stair;E;NAm;n;2;;
12160;2000-2100;Sa;USA;Brother Stair;E;NAm;n;2;;
12160;1600-2100;;USA;WWCR 2 Nashville, TN;E;NAm;n;2;;
12160;0000-2400;;MRC;Moroccan Military ALE;;MRC;;1;;[0120]
12162;1700-1710;Th;RUS;M12 Spy Numbers;-CW;RUS;xx;1;;[1219]
12162;1710-1720;We;RUS;M12 Spy Numbers;-CW;RUS;xx;1;;[0120]
12162;1800-1810;Th;RUS;M12 Spy Numbers;-CW;RUS;xx;1;;[1219]
12162;2120-2130;We,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12162;1230-1240;Mo,Sa;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0109;3110
12163;0210-0220;Mo,Fr;RUS;M12 Spy Numbers;-CW;As;kh;1;0108;3108
12163;1600-1610;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0103;3103
12163;1930-1940;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0106;3006
12164;1015-1025;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0112;3112[1219]
12164;0320-0330;Su;RUS;V07 Russian Spy Numbers;S;As;kh;1;0108;3108
12165;1330-1340;We,Fr;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0112;3112
12165;1210-1220;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0105;3108[0821]
12165;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
12165;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;
12166;2000-2010;We;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0105;3108
12167;0710-0720;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0110;3110
12168;0740-0750;Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0103;3103
12168;0740-0750;Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0111;3011
12168;1430-1440;Th,Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0102;2802
12168;1220-1230;We,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
12168;0520-0530;Mo,Tu;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12169;0700-0710;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0110;3110
12169;1340-1350;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0106;3006
12169;1140-1150;Mo,Sa;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0101;3101[0120]
12170;0000-2400;;F;French Diplo ALE;;F;;1;;
12172;0620-0630;We;RUS;F06 Russian Spy Numbers;-TY;As;c;1;0104;3004
12172;0950-1000;Th,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
12172;1140-1150;We,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0110;3110
12173;0800-0810;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0107;3107
12173;1600-1610;Tu,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0102;2802
12174;1510-1520;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0104;3004
12175;0750-0800;Tu,Th;RUS;XPA Russian Spy Numbers;-TY;RUS;m;1;0107;3107
12175;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;
12176;1300-1310;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0104;3110[0521]
12176;1250-1300;Mo,Sa;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0106;3108
12177;0400-0410;Th;RUS;E06 Russian Spy Numbers;E;RUS;c;1;0112;3112
12177;0800-0810;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0105;3105[0521]
12177;0800-0810;Sa;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0108;3108
12177;1015-1025;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0111;3011
12177;0700-0710;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0101;3101
12177;0710-0720;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0111;3011
12177;0000-2400;;LTU;Lithuanian Navy ALE;;LTU;;1;;
